value,series,district,area,speed,month
4.0,Camera-issued excess speed band,Counties/Manukau,CM South, 41-45,2013-01-01
1.0,Camera-issued excess speed band,Counties/Manukau,CM South, >50,2013-01-01
2899.0,Camera-issued excess speed band,Counties/Manukau,CM South, <11,2013-12-01
504.0,Camera-issued excess speed band,Counties/Manukau,CM South, 11-15,2013-12-01
106.0,Camera-issued excess speed band,Counties/Manukau,CM South, 16-20,2013-12-01
35.0,Camera-issued excess speed band,Counties/Manukau,CM South, 21-25,2013-12-01
9.0,Camera-issued excess speed band,Counties/Manukau,CM South, 26-30,2013-12-01
4.0,Camera-issued excess speed band,Counties/Manukau,CM South, 31-35,2013-12-01
1.0,Camera-issued excess speed band,Counties/Manukau,CM South, 36-40,2013-12-01
1.0,Camera-issued excess speed band,Counties/Manukau,CM South, 41-45,2013-12-01
1.0,Camera-issued excess speed band,Counties/Manukau,CM South, 46-50,2013-12-01
1984.0,Camera-issued excess speed band,Counties/Manukau,CM South, <11,2014-01-01
317.0,Camera-issued excess speed band,Counties/Manukau,CM South, 11-15,2014-01-01
83.0,Camera-issued excess speed band,Counties/Manukau,CM South, 16-20,2014-01-01
21.0,Camera-issued excess speed band,Counties/Manukau,CM South, 21-25,2014-01-01
6.0,Camera-issued excess speed band,Counties/Manukau,CM South, 26-30,2014-01-01
2.0,Camera-issued excess speed band,Counties/Manukau,CM South, 31-35,2014-01-01
1.0,Camera-issued excess speed band,Counties/Manukau,CM South, 36-40,2014-01-01
2737.0,Camera-issued excess speed band,Counties/Manukau,CM South, <11,2014-12-01
466.0,Camera-issued excess speed band,Counties/Manukau,CM South, 11-15,2014-12-01
124.0,Camera-issued excess speed band,Counties/Manukau,CM South, 16-20,2014-12-01
23.0,Camera-issued excess speed band,Counties/Manukau,CM South, 21-25,2014-12-01
11.0,Camera-issued excess speed band,Counties/Manukau,CM South, 26-30,2014-12-01
7.0,Camera-issued excess speed band,Counties/Manukau,CM South, 31-35,2014-12-01
3.0,Camera-issued excess speed band,Counties/Manukau,CM South, 36-40,2014-12-01
2.0,Camera-issued excess speed band,Counties/Manukau,CM South, 41-45,2014-12-01
1.0,Camera-issued excess speed band,Counties/Manukau,CM South, >50,2014-12-01
3143.0,Camera-issued excess speed band,Counties/Manukau,CM South, <11,2015-01-01
545.0,Camera-issued excess speed band,Counties/Manukau,CM South, 11-15,2015-01-01
148.0,Camera-issued excess speed band,Counties/Manukau,CM South, 16-20,2015-01-01
37.0,Camera-issued excess speed band,Counties/Manukau,CM South, 21-25,2015-01-01
14.0,Camera-issued excess speed band,Counties/Manukau,CM South, 26-30,2015-01-01
5.0,Camera-issued excess speed band,Counties/Manukau,CM South, 31-35,2015-01-01
3.0,Camera-issued excess speed band,Counties/Manukau,CM South, 36-40,2015-01-01
1.0,Camera-issued excess speed band,Counties/Manukau,CM South, 46-50,2015-01-01
2985.0,Camera-issued excess speed band,Counties/Manukau,CM South, <11,2015-12-01
