value,series,district,area,speed,year
4.0,Police vehicle speed detections by calendar year* and speed band,Counties/Manukau,CM South,21-25,2013-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Counties/Manukau,CM South,26-30,2013-01-01
3.0,Police vehicle speed detections by calendar year* and speed band,Counties/Manukau,CM South,31-35,2013-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Counties/Manukau,CM South,46-50,2013-01-01
6.0,Police vehicle speed detections by calendar year* and speed band,Counties/Manukau,CM South,<11,2014-01-01
9.0,Police vehicle speed detections by calendar year* and speed band,Counties/Manukau,CM South,11-15,2014-01-01
4.0,Police vehicle speed detections by calendar year* and speed band,Counties/Manukau,CM South,16-20,2014-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Counties/Manukau,CM South,21-25,2014-01-01
8.0,Police vehicle speed detections by calendar year* and speed band,Counties/Manukau,CM South,31-35,2014-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Counties/Manukau,CM South,36-40,2014-01-01
4.0,Police vehicle speed detections by calendar year* and speed band,Counties/Manukau,CM South,41-45,2014-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Counties/Manukau,CM South,46-50,2014-01-01
2.0,Police vehicle speed detections by calendar year* and speed band,Counties/Manukau,CM South,11-15,2015-01-01
3.0,Police vehicle speed detections by calendar year* and speed band,Counties/Manukau,CM South,16-20,2015-01-01
2.0,Police vehicle speed detections by calendar year* and speed band,Counties/Manukau,CM South,21-25,2015-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Counties/Manukau,CM South,31-35,2015-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Counties/Manukau,CM South,36-40,2015-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Counties/Manukau,CM South,46-50,2015-01-01
2.0,Police vehicle speed detections by calendar year* and speed band,Counties/Manukau,CM South,>50,2015-01-01
2.0,Police vehicle speed detections by calendar year* and speed band,Counties/Manukau,CM South,<11,2016-01-01
2.0,Police vehicle speed detections by calendar year* and speed band,Counties/Manukau,CM South,11-15,2016-01-01
2.0,Police vehicle speed detections by calendar year* and speed band,Counties/Manukau,CM South,16-20,2016-01-01
2.0,Police vehicle speed detections by calendar year* and speed band,Counties/Manukau,CM South,26-30,2016-01-01
5.0,Police vehicle speed detections by calendar year* and speed band,Counties/Manukau,CM South,31-35,2016-01-01
2.0,Police vehicle speed detections by calendar year* and speed band,Counties/Manukau,CM South,41-45,2016-01-01
2.0,Police vehicle speed detections by calendar year* and speed band,Counties/Manukau,CM South,46-50,2016-01-01
2.0,Police vehicle speed detections by calendar year* and speed band,Counties/Manukau,CM West,<11,2009-01-01
19.0,Police vehicle speed detections by calendar year* and speed band,Counties/Manukau,CM West,11-15,2009-01-01
5.0,Police vehicle speed detections by calendar year* and speed band,Counties/Manukau,CM West,16-20,2009-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Counties/Manukau,CM West,21-25,2009-01-01
2.0,Police vehicle speed detections by calendar year* and speed band,Counties/Manukau,CM West,26-30,2009-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Counties/Manukau,CM West,31-35,2009-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Counties/Manukau,CM West,36-40,2009-01-01
10.0,Police vehicle speed detections by calendar year* and speed band,Counties/Manukau,CM West,<11,2010-01-01
20.0,Police vehicle speed detections by calendar year* and speed band,Counties/Manukau,CM West,11-15,2010-01-01
7.0,Police vehicle speed detections by calendar year* and speed band,Counties/Manukau,CM West,16-20,2010-01-01
5.0,Police vehicle speed detections by calendar year* and speed band,Counties/Manukau,CM West,21-25,2010-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Counties/Manukau,CM West,26-30,2010-01-01
12.0,Police vehicle speed detections by calendar year* and speed band,Counties/Manukau,CM West,<11,2011-01-01
20.0,Police vehicle speed detections by calendar year* and speed band,Counties/Manukau,CM West,11-15,2011-01-01
3.0,Police vehicle speed detections by calendar year* and speed band,Counties/Manukau,CM West,16-20,2011-01-01
3.0,Police vehicle speed detections by calendar year* and speed band,Counties/Manukau,CM West,21-25,2011-01-01
2.0,Police vehicle speed detections by calendar year* and speed band,Counties/Manukau,CM West,26-30,2011-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Counties/Manukau,CM West,31-35,2011-01-01
3.0,Police vehicle speed detections by calendar year* and speed band,Counties/Manukau,CM West,36-40,2011-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Counties/Manukau,CM West,41-45,2011-01-01
2.0,Police vehicle speed detections by calendar year* and speed band,Counties/Manukau,CM West,>50,2011-01-01
20.0,Police vehicle speed detections by calendar year* and speed band,Counties/Manukau,CM West,<11,2012-01-01
16.0,Police vehicle speed detections by calendar year* and speed band,Counties/Manukau,CM West,11-15,2012-01-01
5.0,Police vehicle speed detections by calendar year* and speed band,Counties/Manukau,CM West,16-20,2012-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Counties/Manukau,CM West,21-25,2012-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Counties/Manukau,CM West,26-30,2012-01-01
2.0,Police vehicle speed detections by calendar year* and speed band,Counties/Manukau,CM West,31-35,2012-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Counties/Manukau,CM West,41-45,2012-01-01
12.0,Police vehicle speed detections by calendar year* and speed band,Counties/Manukau,CM West,<11,2013-01-01
6.0,Police vehicle speed detections by calendar year* and speed band,Counties/Manukau,CM West,11-15,2013-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Counties/Manukau,CM West,16-20,2013-01-01
3.0,Police vehicle speed detections by calendar year* and speed band,Counties/Manukau,CM West,21-25,2013-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Counties/Manukau,CM West,>50,2013-01-01
9.0,Police vehicle speed detections by calendar year* and speed band,Counties/Manukau,CM West,<11,2014-01-01
12.0,Police vehicle speed detections by calendar year* and speed band,Counties/Manukau,CM West,11-15,2014-01-01
2.0,Police vehicle speed detections by calendar year* and speed band,Counties/Manukau,CM West,16-20,2014-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Counties/Manukau,CM West,21-25,2014-01-01
4.0,Police vehicle speed detections by calendar year* and speed band,Counties/Manukau,CM West,31-35,2014-01-01
5.0,Police vehicle speed detections by calendar year* and speed band,Counties/Manukau,CM West,36-40,2014-01-01
2.0,Police vehicle speed detections by calendar year* and speed band,Counties/Manukau,CM West,41-45,2014-01-01
2.0,Police vehicle speed detections by calendar year* and speed band,Counties/Manukau,CM West,46-50,2014-01-01
4.0,Police vehicle speed detections by calendar year* and speed band,Counties/Manukau,CM West,>50,2014-01-01
11.0,Police vehicle speed detections by calendar year* and speed band,Counties/Manukau,CM West,<11,2015-01-01
2.0,Police vehicle speed detections by calendar year* and speed band,Counties/Manukau,CM West,11-15,2015-01-01
5.0,Police vehicle speed detections by calendar year* and speed band,Counties/Manukau,CM West,16-20,2015-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Counties/Manukau,CM West,21-25,2015-01-01
2.0,Police vehicle speed detections by calendar year* and speed band,Counties/Manukau,CM West,26-30,2015-01-01
25.0,Police vehicle speed detections by calendar year* and speed band,Counties/Manukau,CM West,31-35,2015-01-01
20.0,Police vehicle speed detections by calendar year* and speed band,Counties/Manukau,CM West,36-40,2015-01-01
12.0,Police vehicle speed detections by calendar year* and speed band,Counties/Manukau,CM West,41-45,2015-01-01
5.0,Police vehicle speed detections by calendar year* and speed band,Counties/Manukau,CM West,46-50,2015-01-01
24.0,Police vehicle speed detections by calendar year* and speed band,Counties/Manukau,CM West,>50,2015-01-01
6.0,Police vehicle speed detections by calendar year* and speed band,Counties/Manukau,CM West,<11,2016-01-01
16.0,Police vehicle speed detections by calendar year* and speed band,Counties/Manukau,CM West,11-15,2016-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Counties/Manukau,CM West,16-20,2016-01-01
2.0,Police vehicle speed detections by calendar year* and speed band,Counties/Manukau,CM West,21-25,2016-01-01
20.0,Police vehicle speed detections by calendar year* and speed band,Counties/Manukau,CM West,31-35,2016-01-01
13.0,Police vehicle speed detections by calendar year* and speed band,Counties/Manukau,CM West,36-40,2016-01-01
3.0,Police vehicle speed detections by calendar year* and speed band,Counties/Manukau,CM West,41-45,2016-01-01
4.0,Police vehicle speed detections by calendar year* and speed band,Counties/Manukau,CM West,46-50,2016-01-01
11.0,Police vehicle speed detections by calendar year* and speed band,Counties/Manukau,CM West,>50,2016-01-01
6.0,Police vehicle speed detections by calendar year* and speed band,Eastern,Hawkes Bay,<11,2009-01-01
9.0,Police vehicle speed detections by calendar year* and speed band,Eastern,Hawkes Bay,11-15,2009-01-01
2.0,Police vehicle speed detections by calendar year* and speed band,Eastern,Hawkes Bay,16-20,2009-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Eastern,Hawkes Bay,21-25,2009-01-01
2.0,Police vehicle speed detections by calendar year* and speed band,Eastern,Hawkes Bay,26-30,2009-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Eastern,Hawkes Bay,31-35,2009-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Eastern,Hawkes Bay,46-50,2009-01-01
18.0,Police vehicle speed detections by calendar year* and speed band,Eastern,Hawkes Bay,<11,2010-01-01
7.0,Police vehicle speed detections by calendar year* and speed band,Eastern,Hawkes Bay,11-15,2010-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Eastern,Hawkes Bay,16-20,2010-01-01
15.0,Police vehicle speed detections by calendar year* and speed band,Eastern,Hawkes Bay,<11,2011-01-01
15.0,Police vehicle speed detections by calendar year* and speed band,Eastern,Hawkes Bay,11-15,2011-01-01
4.0,Police vehicle speed detections by calendar year* and speed band,Eastern,Hawkes Bay,16-20,2011-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Eastern,Hawkes Bay,21-25,2011-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Eastern,Hawkes Bay,26-30,2011-01-01
2.0,Police vehicle speed detections by calendar year* and speed band,Eastern,Hawkes Bay,41-45,2011-01-01
8.0,Police vehicle speed detections by calendar year* and speed band,Eastern,Hawkes Bay,<11,2012-01-01
7.0,Police vehicle speed detections by calendar year* and speed band,Eastern,Hawkes Bay,11-15,2012-01-01
4.0,Police vehicle speed detections by calendar year* and speed band,Eastern,Hawkes Bay,16-20,2012-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Eastern,Hawkes Bay,21-25,2012-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Eastern,Hawkes Bay,26-30,2012-01-01
2.0,Police vehicle speed detections by calendar year* and speed band,Eastern,Hawkes Bay,31-35,2012-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Eastern,Hawkes Bay,36-40,2012-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Eastern,Hawkes Bay,41-45,2012-01-01
13.0,Police vehicle speed detections by calendar year* and speed band,Eastern,Hawkes Bay,<11,2013-01-01
7.0,Police vehicle speed detections by calendar year* and speed band,Eastern,Hawkes Bay,11-15,2013-01-01
2.0,Police vehicle speed detections by calendar year* and speed band,Eastern,Hawkes Bay,21-25,2013-01-01
2.0,Police vehicle speed detections by calendar year* and speed band,Eastern,Hawkes Bay,41-45,2013-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Eastern,Hawkes Bay,46-50,2013-01-01
7.0,Police vehicle speed detections by calendar year* and speed band,Eastern,Hawkes Bay,<11,2014-01-01
7.0,Police vehicle speed detections by calendar year* and speed band,Eastern,Hawkes Bay,11-15,2014-01-01
4.0,Police vehicle speed detections by calendar year* and speed band,Eastern,Hawkes Bay,16-20,2014-01-01
2.0,Police vehicle speed detections by calendar year* and speed band,Eastern,Hawkes Bay,26-30,2014-01-01
8.0,Police vehicle speed detections by calendar year* and speed band,Eastern,Hawkes Bay,31-35,2014-01-01
4.0,Police vehicle speed detections by calendar year* and speed band,Eastern,Hawkes Bay,36-40,2014-01-01
2.0,Police vehicle speed detections by calendar year* and speed band,Eastern,Hawkes Bay,41-45,2014-01-01
2.0,Police vehicle speed detections by calendar year* and speed band,Eastern,Hawkes Bay,46-50,2014-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Eastern,Hawkes Bay,>50,2014-01-01
6.0,Police vehicle speed detections by calendar year* and speed band,Eastern,Hawkes Bay,<11,2015-01-01
2.0,Police vehicle speed detections by calendar year* and speed band,Eastern,Hawkes Bay,11-15,2015-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Eastern,Hawkes Bay,21-25,2015-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Eastern,Hawkes Bay,26-30,2015-01-01
2.0,Police vehicle speed detections by calendar year* and speed band,Eastern,Hawkes Bay,31-35,2015-01-01
4.0,Police vehicle speed detections by calendar year* and speed band,Eastern,Hawkes Bay,36-40,2015-01-01
3.0,Police vehicle speed detections by calendar year* and speed band,Eastern,Hawkes Bay,41-45,2015-01-01
6.0,Police vehicle speed detections by calendar year* and speed band,Eastern,Hawkes Bay,46-50,2015-01-01
3.0,Police vehicle speed detections by calendar year* and speed band,Eastern,Hawkes Bay,>50,2015-01-01
6.0,Police vehicle speed detections by calendar year* and speed band,Eastern,Hawkes Bay,<11,2016-01-01
6.0,Police vehicle speed detections by calendar year* and speed band,Eastern,Hawkes Bay,11-15,2016-01-01
2.0,Police vehicle speed detections by calendar year* and speed band,Eastern,Hawkes Bay,16-20,2016-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Eastern,Hawkes Bay,21-25,2016-01-01
6.0,Police vehicle speed detections by calendar year* and speed band,Eastern,Hawkes Bay,31-35,2016-01-01
2.0,Police vehicle speed detections by calendar year* and speed band,Eastern,Hawkes Bay,36-40,2016-01-01
2.0,Police vehicle speed detections by calendar year* and speed band,Eastern,Hawkes Bay,46-50,2016-01-01
2.0,Police vehicle speed detections by calendar year* and speed band,Eastern,Tairawhiti,<11,2009-01-01
4.0,Police vehicle speed detections by calendar year* and speed band,Eastern,Tairawhiti,11-15,2009-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Eastern,Tairawhiti,16-20,2009-01-01
2.0,Police vehicle speed detections by calendar year* and speed band,Eastern,Tairawhiti,21-25,2009-01-01
2.0,Police vehicle speed detections by calendar year* and speed band,Eastern,Tairawhiti,26-30,2009-01-01
10.0,Police vehicle speed detections by calendar year* and speed band,Eastern,Tairawhiti,<11,2010-01-01
5.0,Police vehicle speed detections by calendar year* and speed band,Eastern,Tairawhiti,11-15,2010-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Eastern,Tairawhiti,16-20,2010-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Eastern,Tairawhiti,21-25,2010-01-01
2.0,Police vehicle speed detections by calendar year* and speed band,Eastern,Tairawhiti,36-40,2010-01-01
6.0,Police vehicle speed detections by calendar year* and speed band,Eastern,Tairawhiti,<11,2011-01-01
4.0,Police vehicle speed detections by calendar year* and speed band,Eastern,Tairawhiti,11-15,2011-01-01
3.0,Police vehicle speed detections by calendar year* and speed band,Eastern,Tairawhiti,16-20,2011-01-01
2.0,Police vehicle speed detections by calendar year* and speed band,Eastern,Tairawhiti,21-25,2011-01-01
3.0,Police vehicle speed detections by calendar year* and speed band,Eastern,Tairawhiti,26-30,2011-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Eastern,Tairawhiti,36-40,2011-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Eastern,Tairawhiti,41-45,2011-01-01
2.0,Police vehicle speed detections by calendar year* and speed band,Eastern,Tairawhiti,<11,2012-01-01
4.0,Police vehicle speed detections by calendar year* and speed band,Eastern,Tairawhiti,11-15,2012-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Eastern,Tairawhiti,16-20,2012-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Eastern,Tairawhiti,21-25,2012-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Eastern,Tairawhiti,36-40,2012-01-01
2.0,Police vehicle speed detections by calendar year* and speed band,Eastern,Tairawhiti,41-45,2012-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Eastern,Tairawhiti,46-50,2012-01-01
4.0,Police vehicle speed detections by calendar year* and speed band,Eastern,Tairawhiti,<11,2013-01-01
3.0,Police vehicle speed detections by calendar year* and speed band,Eastern,Tairawhiti,11-15,2013-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Eastern,Tairawhiti,16-20,2013-01-01
7.0,Police vehicle speed detections by calendar year* and speed band,Eastern,Tairawhiti,<11,2014-01-01
3.0,Police vehicle speed detections by calendar year* and speed band,Eastern,Tairawhiti,11-15,2014-01-01
2.0,Police vehicle speed detections by calendar year* and speed band,Eastern,Tairawhiti,31-35,2014-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Eastern,Tairawhiti,36-40,2014-01-01
2.0,Police vehicle speed detections by calendar year* and speed band,Eastern,Tairawhiti,>50,2014-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Eastern,Tairawhiti,11-15,2015-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Eastern,Tairawhiti,16-20,2015-01-01
3.0,Police vehicle speed detections by calendar year* and speed band,Eastern,Tairawhiti,>50,2015-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Eastern,Tairawhiti,<11,2016-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Eastern,Tairawhiti,11-15,2016-01-01
3.0,Police vehicle speed detections by calendar year* and speed band,Eastern,Tairawhiti,31-35,2016-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Northland,Far North,<11,2009-01-01
3.0,Police vehicle speed detections by calendar year* and speed band,Northland,Far North,11-15,2009-01-01
2.0,Police vehicle speed detections by calendar year* and speed band,Northland,Far North,<11,2010-01-01
6.0,Police vehicle speed detections by calendar year* and speed band,Northland,Far North,11-15,2010-01-01
2.0,Police vehicle speed detections by calendar year* and speed band,Northland,Far North,16-20,2010-01-01
2.0,Police vehicle speed detections by calendar year* and speed band,Northland,Far North,26-30,2010-01-01
2.0,Police vehicle speed detections by calendar year* and speed band,Northland,Far North,<11,2011-01-01
4.0,Police vehicle speed detections by calendar year* and speed band,Northland,Far North,11-15,2011-01-01
3.0,Police vehicle speed detections by calendar year* and speed band,Northland,Far North,16-20,2011-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Northland,Far North,26-30,2011-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Northland,Far North,31-35,2011-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Northland,Far North,36-40,2011-01-01
3.0,Police vehicle speed detections by calendar year* and speed band,Northland,Far North,<11,2012-01-01
2.0,Police vehicle speed detections by calendar year* and speed band,Northland,Far North,11-15,2012-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Northland,Far North,11-15,2013-01-01
2.0,Police vehicle speed detections by calendar year* and speed band,Northland,Far North,16-20,2013-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Northland,Far North,21-25,2013-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Northland,Far North,31-35,2013-01-01
2.0,Police vehicle speed detections by calendar year* and speed band,Northland,Far North,<11,2014-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Northland,Far North,26-30,2014-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Northland,Far North,31-35,2014-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Northland,Far North,36-40,2014-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Northland,Far North,>50,2014-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Northland,Far North,>50,2015-01-01
2.0,Police vehicle speed detections by calendar year* and speed band,Northland,Far North,<11,2016-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Northland,Far North,16-20,2016-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Northland,Far North,21-25,2016-01-01
2.0,Police vehicle speed detections by calendar year* and speed band,Northland,Far North,>50,2016-01-01
4.0,Police vehicle speed detections by calendar year* and speed band,Northland,Whangarei,11-15,2009-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Northland,Whangarei,16-20,2009-01-01
2.0,Police vehicle speed detections by calendar year* and speed band,Northland,Whangarei,<11,2010-01-01
9.0,Police vehicle speed detections by calendar year* and speed band,Northland,Whangarei,11-15,2010-01-01
6.0,Police vehicle speed detections by calendar year* and speed band,Northland,Whangarei,16-20,2010-01-01
2.0,Police vehicle speed detections by calendar year* and speed band,Northland,Whangarei,21-25,2010-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Northland,Whangarei,31-35,2010-01-01
2.0,Police vehicle speed detections by calendar year* and speed band,Northland,Whangarei,<11,2011-01-01
6.0,Police vehicle speed detections by calendar year* and speed band,Northland,Whangarei,11-15,2011-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Northland,Whangarei,21-25,2011-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Northland,Whangarei,31-35,2011-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Northland,Whangarei,36-40,2011-01-01
4.0,Police vehicle speed detections by calendar year* and speed band,Northland,Whangarei,<11,2012-01-01
4.0,Police vehicle speed detections by calendar year* and speed band,Northland,Whangarei,11-15,2012-01-01
4.0,Police vehicle speed detections by calendar year* and speed band,Northland,Whangarei,16-20,2012-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Northland,Whangarei,21-25,2012-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Northland,Whangarei,<11,2013-01-01
2.0,Police vehicle speed detections by calendar year* and speed band,Northland,Whangarei,11-15,2013-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Northland,Whangarei,16-20,2013-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Northland,Whangarei,31-35,2013-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Northland,Whangarei,<11,2014-01-01
5.0,Police vehicle speed detections by calendar year* and speed band,Northland,Whangarei,11-15,2014-01-01
2.0,Police vehicle speed detections by calendar year* and speed band,Northland,Whangarei,16-20,2014-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Northland,Whangarei,21-25,2014-01-01
5.0,Police vehicle speed detections by calendar year* and speed band,Northland,Whangarei,31-35,2014-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Northland,Whangarei,36-40,2014-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Northland,Whangarei,41-45,2014-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Northland,Whangarei,>50,2014-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Northland,Whangarei,<11,2015-01-01
2.0,Police vehicle speed detections by calendar year* and speed band,Northland,Whangarei,11-15,2015-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Northland,Whangarei,21-25,2015-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Northland,Whangarei,31-35,2015-01-01
3.0,Police vehicle speed detections by calendar year* and speed band,Northland,Whangarei,36-40,2015-01-01
4.0,Police vehicle speed detections by calendar year* and speed band,Northland,Whangarei,41-45,2015-01-01
2.0,Police vehicle speed detections by calendar year* and speed band,Northland,Whangarei,<11,2016-01-01
2.0,Police vehicle speed detections by calendar year* and speed band,Northland,Whangarei,11-15,2016-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Northland,Whangarei,16-20,2016-01-01
2.0,Police vehicle speed detections by calendar year* and speed band,Northland,Whangarei,31-35,2016-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Northland,Whangarei,41-45,2016-01-01
3.0,Police vehicle speed detections by calendar year* and speed band,Northland,Whangarei,46-50,2016-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Northland,Whangarei,>50,2016-01-01
6.0,Police vehicle speed detections by calendar year* and speed band,Southern,Otago Coastal,<11,2009-01-01
11.0,Police vehicle speed detections by calendar year* and speed band,Southern,Otago Coastal,11-15,2009-01-01
3.0,Police vehicle speed detections by calendar year* and speed band,Southern,Otago Coastal,16-20,2009-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Southern,Otago Coastal,21-25,2009-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Southern,Otago Coastal,31-35,2009-01-01
2.0,Police vehicle speed detections by calendar year* and speed band,Southern,Otago Coastal,36-40,2009-01-01
8.0,Police vehicle speed detections by calendar year* and speed band,Southern,Otago Coastal,<11,2010-01-01
29.0,Police vehicle speed detections by calendar year* and speed band,Southern,Otago Coastal,11-15,2010-01-01
5.0,Police vehicle speed detections by calendar year* and speed band,Southern,Otago Coastal,16-20,2010-01-01
6.0,Police vehicle speed detections by calendar year* and speed band,Southern,Otago Coastal,21-25,2010-01-01
2.0,Police vehicle speed detections by calendar year* and speed band,Southern,Otago Coastal,26-30,2010-01-01
2.0,Police vehicle speed detections by calendar year* and speed band,Southern,Otago Coastal,<11,2011-01-01
36.0,Police vehicle speed detections by calendar year* and speed band,Southern,Otago Coastal,11-15,2011-01-01
8.0,Police vehicle speed detections by calendar year* and speed band,Southern,Otago Coastal,16-20,2011-01-01
2.0,Police vehicle speed detections by calendar year* and speed band,Southern,Otago Coastal,21-25,2011-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Southern,Otago Coastal,26-30,2011-01-01
2.0,Police vehicle speed detections by calendar year* and speed band,Southern,Otago Coastal,31-35,2011-01-01
10.0,Police vehicle speed detections by calendar year* and speed band,Southern,Otago Coastal,<11,2012-01-01
24.0,Police vehicle speed detections by calendar year* and speed band,Southern,Otago Coastal,11-15,2012-01-01
5.0,Police vehicle speed detections by calendar year* and speed band,Southern,Otago Coastal,16-20,2012-01-01
3.0,Police vehicle speed detections by calendar year* and speed band,Southern,Otago Coastal,21-25,2012-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Southern,Otago Coastal,26-30,2012-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Southern,Otago Coastal,46-50,2012-01-01
5.0,Police vehicle speed detections by calendar year* and speed band,Southern,Otago Coastal,<11,2013-01-01
2.0,Police vehicle speed detections by calendar year* and speed band,Southern,Otago Coastal,11-15,2013-01-01
4.0,Police vehicle speed detections by calendar year* and speed band,Southern,Otago Coastal,16-20,2013-01-01
2.0,Police vehicle speed detections by calendar year* and speed band,Southern,Otago Coastal,26-30,2013-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Southern,Otago Coastal,31-35,2013-01-01
10.0,Police vehicle speed detections by calendar year* and speed band,Southern,Otago Coastal,<11,2014-01-01
19.0,Police vehicle speed detections by calendar year* and speed band,Southern,Otago Coastal,11-15,2014-01-01
5.0,Police vehicle speed detections by calendar year* and speed band,Southern,Otago Coastal,16-20,2014-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Southern,Otago Coastal,21-25,2014-01-01
4.0,Police vehicle speed detections by calendar year* and speed band,Southern,Otago Coastal,26-30,2014-01-01
5.0,Police vehicle speed detections by calendar year* and speed band,Southern,Otago Coastal,31-35,2014-01-01
3.0,Police vehicle speed detections by calendar year* and speed band,Southern,Otago Coastal,36-40,2014-01-01
5.0,Police vehicle speed detections by calendar year* and speed band,Southern,Otago Coastal,41-45,2014-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Southern,Otago Coastal,46-50,2014-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Southern,Otago Coastal,>50,2014-01-01
3.0,Police vehicle speed detections by calendar year* and speed band,Southern,Otago Coastal,<11,2015-01-01
9.0,Police vehicle speed detections by calendar year* and speed band,Southern,Otago Coastal,11-15,2015-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Southern,Otago Coastal,31-35,2015-01-01
2.0,Police vehicle speed detections by calendar year* and speed band,Southern,Otago Coastal,36-40,2015-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Southern,Otago Coastal,41-45,2015-01-01
