category,value,series,district,area,month
Camera-issued Speed,33050.0,Camera-issued speed monetary amount,Wellington,Wairarapa,2014-03-01
Camera-issued Speed,28210.0,Camera-issued speed monetary amount,Wellington,Wairarapa,2014-04-01
Camera-issued Speed,25680.0,Camera-issued speed monetary amount,Wellington,Wairarapa,2014-05-01
Camera-issued Speed,11140.0,Camera-issued speed monetary amount,Wellington,Wairarapa,2014-06-01
Camera-issued Speed,12510.0,Camera-issued speed monetary amount,Wellington,Wairarapa,2014-07-01
Camera-issued Speed,22330.0,Camera-issued speed monetary amount,Wellington,Wairarapa,2014-08-01
Camera-issued Speed,7750.0,Camera-issued speed monetary amount,Wellington,Wairarapa,2014-09-01
Camera-issued Speed,15740.0,Camera-issued speed monetary amount,Wellington,Wairarapa,2014-10-01
Camera-issued Speed,4200.0,Camera-issued speed monetary amount,Wellington,Wairarapa,2015-02-01
Camera-issued Speed,190.0,Camera-issued speed monetary amount,Wellington,Wairarapa,2015-09-01
Camera-issued Speed,21320.0,Camera-issued speed monetary amount,Wellington,Wairarapa,2015-10-01
Camera-issued Speed,18630.0,Camera-issued speed monetary amount,Wellington,Wairarapa,2015-11-01
Camera-issued Speed,22580.0,Camera-issued speed monetary amount,Wellington,Wairarapa,2015-12-01
Camera-issued Speed,12790.0,Camera-issued speed monetary amount,Wellington,Wairarapa,2016-01-01
Camera-issued Speed,7120.0,Camera-issued speed monetary amount,Wellington,Wairarapa,2016-02-01
Camera-issued Speed,31390.0,Camera-issued speed monetary amount,Wellington,Wairarapa,2016-03-01
Camera-issued Speed,3320.0,Camera-issued speed monetary amount,Wellington,Wairarapa,2016-04-01
Camera-issued Speed,9740.0,Camera-issued speed monetary amount,Wellington,Wairarapa,2016-05-01
Camera-issued Speed,20710.0,Camera-issued speed monetary amount,Wellington,Wairarapa,2016-06-01
Camera-issued Speed,16840.0,Camera-issued speed monetary amount,Wellington,Wairarapa,2016-07-01
Camera-issued Speed,18470.0,Camera-issued speed monetary amount,Wellington,Wairarapa,2016-08-01
Camera-issued Speed,15750.0,Camera-issued speed monetary amount,Wellington,Wairarapa,2016-09-01
Camera-issued Speed,133640.0,Camera-issued speed monetary amount,Wellington,Wellington,2009-01-01
Camera-issued Speed,103190.0,Camera-issued speed monetary amount,Wellington,Wellington,2009-02-01
Camera-issued Speed,44560.0,Camera-issued speed monetary amount,Wellington,Wellington,2009-03-01
Camera-issued Speed,213430.0,Camera-issued speed monetary amount,Wellington,Wellington,2009-04-01
Camera-issued Speed,118990.0,Camera-issued speed monetary amount,Wellington,Wellington,2009-05-01
Camera-issued Speed,106650.0,Camera-issued speed monetary amount,Wellington,Wellington,2009-06-01
Camera-issued Speed,108110.0,Camera-issued speed monetary amount,Wellington,Wellington,2009-07-01
Camera-issued Speed,119980.0,Camera-issued speed monetary amount,Wellington,Wellington,2009-08-01
Camera-issued Speed,62070.0,Camera-issued speed monetary amount,Wellington,Wellington,2009-09-01
Camera-issued Speed,110890.0,Camera-issued speed monetary amount,Wellington,Wellington,2009-10-01
Camera-issued Speed,137620.0,Camera-issued speed monetary amount,Wellington,Wellington,2009-11-01
Camera-issued Speed,177660.0,Camera-issued speed monetary amount,Wellington,Wellington,2009-12-01
Camera-issued Speed,142550.0,Camera-issued speed monetary amount,Wellington,Wellington,2010-01-01
Camera-issued Speed,60370.0,Camera-issued speed monetary amount,Wellington,Wellington,2010-02-01
Camera-issued Speed,140590.0,Camera-issued speed monetary amount,Wellington,Wellington,2010-03-01
Camera-issued Speed,75350.0,Camera-issued speed monetary amount,Wellington,Wellington,2010-04-01
Camera-issued Speed,109730.0,Camera-issued speed monetary amount,Wellington,Wellington,2010-05-01
Camera-issued Speed,89190.0,Camera-issued speed monetary amount,Wellington,Wellington,2010-06-01
Camera-issued Speed,144380.0,Camera-issued speed monetary amount,Wellington,Wellington,2010-07-01
Camera-issued Speed,141570.0,Camera-issued speed monetary amount,Wellington,Wellington,2010-08-01
Camera-issued Speed,173660.0,Camera-issued speed monetary amount,Wellington,Wellington,2010-09-01
Camera-issued Speed,184500.0,Camera-issued speed monetary amount,Wellington,Wellington,2010-10-01
Camera-issued Speed,132300.0,Camera-issued speed monetary amount,Wellington,Wellington,2010-11-01
Camera-issued Speed,237150.0,Camera-issued speed monetary amount,Wellington,Wellington,2010-12-01
Camera-issued Speed,162050.0,Camera-issued speed monetary amount,Wellington,Wellington,2011-01-01
Camera-issued Speed,131490.0,Camera-issued speed monetary amount,Wellington,Wellington,2011-02-01
Camera-issued Speed,273830.0,Camera-issued speed monetary amount,Wellington,Wellington,2011-03-01
Camera-issued Speed,210230.0,Camera-issued speed monetary amount,Wellington,Wellington,2011-04-01
Camera-issued Speed,192960.0,Camera-issued speed monetary amount,Wellington,Wellington,2011-05-01
Camera-issued Speed,140970.0,Camera-issued speed monetary amount,Wellington,Wellington,2011-06-01
Camera-issued Speed,85740.0,Camera-issued speed monetary amount,Wellington,Wellington,2011-07-01
Camera-issued Speed,228670.0,Camera-issued speed monetary amount,Wellington,Wellington,2011-08-01
Camera-issued Speed,198530.0,Camera-issued speed monetary amount,Wellington,Wellington,2011-09-01
Camera-issued Speed,144700.0,Camera-issued speed monetary amount,Wellington,Wellington,2011-10-01
Camera-issued Speed,226520.0,Camera-issued speed monetary amount,Wellington,Wellington,2011-11-01
Camera-issued Speed,198190.0,Camera-issued speed monetary amount,Wellington,Wellington,2011-12-01
Camera-issued Speed,122820.0,Camera-issued speed monetary amount,Wellington,Wellington,2012-01-01
Camera-issued Speed,122790.0,Camera-issued speed monetary amount,Wellington,Wellington,2012-02-01
Camera-issued Speed,66070.0,Camera-issued speed monetary amount,Wellington,Wellington,2012-03-01
Camera-issued Speed,89460.0,Camera-issued speed monetary amount,Wellington,Wellington,2012-04-01
Camera-issued Speed,66830.0,Camera-issued speed monetary amount,Wellington,Wellington,2012-05-01
Camera-issued Speed,132300.0,Camera-issued speed monetary amount,Wellington,Wellington,2012-06-01
Camera-issued Speed,107570.0,Camera-issued speed monetary amount,Wellington,Wellington,2012-07-01
Camera-issued Speed,124620.0,Camera-issued speed monetary amount,Wellington,Wellington,2012-08-01
Camera-issued Speed,61460.0,Camera-issued speed monetary amount,Wellington,Wellington,2012-09-01
Camera-issued Speed,84880.0,Camera-issued speed monetary amount,Wellington,Wellington,2012-10-01
Camera-issued Speed,119120.0,Camera-issued speed monetary amount,Wellington,Wellington,2012-11-01
Camera-issued Speed,124340.0,Camera-issued speed monetary amount,Wellington,Wellington,2012-12-01
Camera-issued Speed,65760.0,Camera-issued speed monetary amount,Wellington,Wellington,2013-01-01
Camera-issued Speed,74800.0,Camera-issued speed monetary amount,Wellington,Wellington,2013-02-01
Camera-issued Speed,65370.0,Camera-issued speed monetary amount,Wellington,Wellington,2013-03-01
Camera-issued Speed,47960.0,Camera-issued speed monetary amount,Wellington,Wellington,2013-04-01
Camera-issued Speed,66460.0,Camera-issued speed monetary amount,Wellington,Wellington,2013-05-01
Camera-issued Speed,59400.0,Camera-issued speed monetary amount,Wellington,Wellington,2013-06-01
Camera-issued Speed,78660.0,Camera-issued speed monetary amount,Wellington,Wellington,2013-07-01
Camera-issued Speed,77110.0,Camera-issued speed monetary amount,Wellington,Wellington,2013-08-01
Camera-issued Speed,189010.0,Camera-issued speed monetary amount,Wellington,Wellington,2013-09-01
Camera-issued Speed,111490.0,Camera-issued speed monetary amount,Wellington,Wellington,2013-10-01
Camera-issued Speed,95370.0,Camera-issued speed monetary amount,Wellington,Wellington,2013-11-01
Camera-issued Speed,211350.0,Camera-issued speed monetary amount,Wellington,Wellington,2013-12-01
Camera-issued Speed,188300.0,Camera-issued speed monetary amount,Wellington,Wellington,2014-01-01
Camera-issued Speed,53690.0,Camera-issued speed monetary amount,Wellington,Wellington,2014-02-01
Camera-issued Speed,63260.0,Camera-issued speed monetary amount,Wellington,Wellington,2014-03-01
Camera-issued Speed,118090.0,Camera-issued speed monetary amount,Wellington,Wellington,2014-04-01
Camera-issued Speed,62640.0,Camera-issued speed monetary amount,Wellington,Wellington,2014-05-01
Camera-issued Speed,42590.0,Camera-issued speed monetary amount,Wellington,Wellington,2014-06-01
Camera-issued Speed,103120.0,Camera-issued speed monetary amount,Wellington,Wellington,2014-07-01
Camera-issued Speed,237640.0,Camera-issued speed monetary amount,Wellington,Wellington,2014-08-01
Camera-issued Speed,96070.0,Camera-issued speed monetary amount,Wellington,Wellington,2014-09-01
Camera-issued Speed,115930.0,Camera-issued speed monetary amount,Wellington,Wellington,2014-10-01
Camera-issued Speed,233330.0,Camera-issued speed monetary amount,Wellington,Wellington,2014-11-01
Camera-issued Speed,493130.0,Camera-issued speed monetary amount,Wellington,Wellington,2014-12-01
Camera-issued Speed,453730.0,Camera-issued speed monetary amount,Wellington,Wellington,2015-01-01
Camera-issued Speed,247900.0,Camera-issued speed monetary amount,Wellington,Wellington,2015-02-01
Camera-issued Speed,124240.0,Camera-issued speed monetary amount,Wellington,Wellington,2015-03-01
Camera-issued Speed,283480.0,Camera-issued speed monetary amount,Wellington,Wellington,2015-04-01
Camera-issued Speed,161120.0,Camera-issued speed monetary amount,Wellington,Wellington,2015-05-01
Camera-issued Speed,187360.0,Camera-issued speed monetary amount,Wellington,Wellington,2015-06-01
Camera-issued Speed,119530.0,Camera-issued speed monetary amount,Wellington,Wellington,2015-07-01
Camera-issued Speed,184730.0,Camera-issued speed monetary amount,Wellington,Wellington,2015-08-01
Camera-issued Speed,205710.0,Camera-issued speed monetary amount,Wellington,Wellington,2015-09-01
Camera-issued Speed,318960.0,Camera-issued speed monetary amount,Wellington,Wellington,2015-10-01
Camera-issued Speed,278790.0,Camera-issued speed monetary amount,Wellington,Wellington,2015-11-01
Camera-issued Speed,544530.0,Camera-issued speed monetary amount,Wellington,Wellington,2015-12-01
Camera-issued Speed,414740.0,Camera-issued speed monetary amount,Wellington,Wellington,2016-01-01
Camera-issued Speed,245610.0,Camera-issued speed monetary amount,Wellington,Wellington,2016-02-01
Camera-issued Speed,277340.0,Camera-issued speed monetary amount,Wellington,Wellington,2016-03-01
Camera-issued Speed,209220.0,Camera-issued speed monetary amount,Wellington,Wellington,2016-04-01
Camera-issued Speed,151540.0,Camera-issued speed monetary amount,Wellington,Wellington,2016-05-01
Camera-issued Speed,232480.0,Camera-issued speed monetary amount,Wellington,Wellington,2016-06-01
Camera-issued Speed,247520.0,Camera-issued speed monetary amount,Wellington,Wellington,2016-07-01
Camera-issued Speed,233840.0,Camera-issued speed monetary amount,Wellington,Wellington,2016-08-01
Camera-issued Speed,213410.0,Camera-issued speed monetary amount,Wellington,Wellington,2016-09-01
Vehicles past cameras,3587.0,Number of vehicles detected* by deployed speed cameras,Auckland,Auckland Central Area,2009-08-01
Vehicles past cameras,2921.0,Number of vehicles detected* by deployed speed cameras,Auckland,Auckland Central Area,2009-09-01
Vehicles past cameras,851.0,Number of vehicles detected* by deployed speed cameras,Auckland,Auckland Central Area,2009-10-01
Vehicles past cameras,2065.0,Number of vehicles detected* by deployed speed cameras,Auckland,Auckland Central Area,2009-11-01
Vehicles past cameras,1149.0,Number of vehicles detected* by deployed speed cameras,Auckland,Auckland Central Area,2009-12-01
Vehicles past cameras,1340.0,Number of vehicles detected* by deployed speed cameras,Auckland,Auckland Central Area,2010-01-01
Vehicles past cameras,1491.0,Number of vehicles detected* by deployed speed cameras,Auckland,Auckland Central Area,2010-02-01
Vehicles past cameras,6061.0,Number of vehicles detected* by deployed speed cameras,Auckland,Auckland Central Area,2010-03-01
Vehicles past cameras,132.0,Number of vehicles detected* by deployed speed cameras,Auckland,Auckland Central Area,2010-04-01
Vehicles past cameras,4045.0,Number of vehicles detected* by deployed speed cameras,Auckland,Auckland Central Area,2010-05-01
Vehicles past cameras,4024.0,Number of vehicles detected* by deployed speed cameras,Auckland,Auckland Central Area,2010-06-01
Vehicles past cameras,28492.0,Number of vehicles detected* by deployed speed cameras,Auckland,Auckland Central Area,2010-07-01
Vehicles past cameras,14631.0,Number of vehicles detected* by deployed speed cameras,Auckland,Auckland Central Area,2010-08-01
Vehicles past cameras,17362.0,Number of vehicles detected* by deployed speed cameras,Auckland,Auckland Central Area,2010-09-01
Vehicles past cameras,32055.0,Number of vehicles detected* by deployed speed cameras,Auckland,Auckland Central Area,2010-10-01
Vehicles past cameras,17835.0,Number of vehicles detected* by deployed speed cameras,Auckland,Auckland Central Area,2010-11-01
Vehicles past cameras,10792.0,Number of vehicles detected* by deployed speed cameras,Auckland,Auckland Central Area,2010-12-01
Vehicles past cameras,4796.0,Number of vehicles detected* by deployed speed cameras,Auckland,Auckland Central Area,2011-01-01
Vehicles past cameras,12028.0,Number of vehicles detected* by deployed speed cameras,Auckland,Auckland Central Area,2011-02-01
Vehicles past cameras,3050.0,Number of vehicles detected* by deployed speed cameras,Auckland,Auckland Central Area,2011-03-01
Vehicles past cameras,5532.0,Number of vehicles detected* by deployed speed cameras,Auckland,Auckland Central Area,2011-04-01
Vehicles past cameras,14954.0,Number of vehicles detected* by deployed speed cameras,Auckland,Auckland Central Area,2011-05-01
Vehicles past cameras,17848.0,Number of vehicles detected* by deployed speed cameras,Auckland,Auckland Central Area,2011-06-01
Vehicles past cameras,18532.0,Number of vehicles detected* by deployed speed cameras,Auckland,Auckland Central Area,2011-07-01
Vehicles past cameras,11699.0,Number of vehicles detected* by deployed speed cameras,Auckland,Auckland Central Area,2011-08-01
Vehicles past cameras,16530.0,Number of vehicles detected* by deployed speed cameras,Auckland,Auckland Central Area,2011-09-01
Vehicles past cameras,24484.0,Number of vehicles detected* by deployed speed cameras,Auckland,Auckland Central Area,2011-10-01
Vehicles past cameras,16339.0,Number of vehicles detected* by deployed speed cameras,Auckland,Auckland Central Area,2011-11-01
Vehicles past cameras,19293.0,Number of vehicles detected* by deployed speed cameras,Auckland,Auckland Central Area,2011-12-01
Vehicles past cameras,7879.0,Number of vehicles detected* by deployed speed cameras,Auckland,Auckland Central Area,2012-01-01
Vehicles past cameras,12918.0,Number of vehicles detected* by deployed speed cameras,Auckland,Auckland Central Area,2012-02-01
Vehicles past cameras,7674.0,Number of vehicles detected* by deployed speed cameras,Auckland,Auckland Central Area,2012-03-01
Vehicles past cameras,5024.0,Number of vehicles detected* by deployed speed cameras,Auckland,Auckland Central Area,2012-04-01
Vehicles past cameras,7290.0,Number of vehicles detected* by deployed speed cameras,Auckland,Auckland Central Area,2012-05-01
Vehicles past cameras,6262.0,Number of vehicles detected* by deployed speed cameras,Auckland,Auckland Central Area,2012-06-01
Vehicles past cameras,8096.0,Number of vehicles detected* by deployed speed cameras,Auckland,Auckland Central Area,2012-07-01
Vehicles past cameras,6386.0,Number of vehicles detected* by deployed speed cameras,Auckland,Auckland Central Area,2012-08-01
Vehicles past cameras,5491.0,Number of vehicles detected* by deployed speed cameras,Auckland,Auckland Central Area,2012-09-01
Vehicles past cameras,20083.0,Number of vehicles detected* by deployed speed cameras,Auckland,Auckland Central Area,2012-10-01
Vehicles past cameras,3467.0,Number of vehicles detected* by deployed speed cameras,Auckland,Auckland Central Area,2012-11-01
Vehicles past cameras,9095.0,Number of vehicles detected* by deployed speed cameras,Auckland,Auckland Central Area,2012-12-01
Vehicles past cameras,11759.0,Number of vehicles detected* by deployed speed cameras,Auckland,Auckland Central Area,2013-01-01
Vehicles past cameras,2240.0,Number of vehicles detected* by deployed speed cameras,Auckland,Auckland Central Area,2013-02-01
Vehicles past cameras,7406.0,Number of vehicles detected* by deployed speed cameras,Auckland,Auckland Central Area,2013-03-01
Vehicles past cameras,0.0,Number of vehicles detected* by deployed speed cameras,Auckland,Auckland Central Area,2013-04-01
Vehicles past cameras,3120.0,Number of vehicles detected* by deployed speed cameras,Auckland,Auckland Central Area,2013-05-01
Vehicles past cameras,3464.0,Number of vehicles detected* by deployed speed cameras,Auckland,Auckland Central Area,2013-06-01
Vehicles past cameras,7799.0,Number of vehicles detected* by deployed speed cameras,Auckland,Auckland Central Area,2013-07-01
Vehicles past cameras,5150.0,Number of vehicles detected* by deployed speed cameras,Auckland,Auckland Central Area,2013-08-01
Vehicles past cameras,5111.0,Number of vehicles detected* by deployed speed cameras,Auckland,Auckland Central Area,2013-09-01
